ID,ltable_id,rtable_id,ltable_Title,ltable_Author,ltable_Year,ltable_Publisher,ltable_ISBN,ltable_Format,ltable_Language,ltable_URL,rtable_Title,rtable_Author,rtable_Year,rtable_Publisher,rtable_ISBN,rtable_Format,rtable_Language,rtable_URL
0,ol_OL66554W,gb_OCjczgEACAAJ,Pride and Prejudice,Jane Austen,1813,Yoyo USA,9781537712505,Paperback,srp,https://openlibrary.org/books/OL49198652M,Pride and Prejudic,Jane Austen,2021,,9798473095371,Paperback,en,http://books.google.com/books?id=OCjczgEACAAJ&dq=popular+romance+novels&hl=&as_pt=BOOKS&source=gbs_api
1,ol_OL82563W,gb_FZ0gswEACAAJ,Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,Bjartur,9604533088,Paperback,tha,https://openlibrary.org/books/OL48118497M,Harry Potter and the Philosopher's Stone,J. K. Rowling,2016,Bloomsbury Children's Books,1408871874,Paperback,en,http://books.google.com/books?id=FZ0gswEACAAJ&dq=subject:fiction+best+sellers&hl=&as_pt=BOOKS&source=gbs_api
2,ol_OL82563W,gb_xYotngEACAAJ,Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,Bjartur,9604533088,Paperback,tha,https://openlibrary.org/books/OL48118497M,Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,Bloomsbury Pub Limited,0747532699,Paperback,en,http://books.google.com/books?id=xYotngEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
3,ol_OL82563W,gb_utWSuAAACAAJ,Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,Bjartur,9604533088,Paperback,tha,https://openlibrary.org/books/OL48118497M,Harry Potter and the Sorcerer's Stone,J. K. Rowling,1999,Large Print Press,0786222727,Paperback,en,http://books.google.com/books?id=utWSuAAACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
4,ol_OL82563W,gb_YQNbEAAAQBAJ,Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,Bjartur,9604533088,Paperback,tha,https://openlibrary.org/books/OL48118497M,Harry Potter and the Philosopher's Stone,J. K. Rowling,2015,Bloomsbury Publishing,9781408845646,Paperback,en,http://books.google.com/books?id=YQNbEAAAQBAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
5,ol_OL82537W,gb_rQiFwgEACAAJ,Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,Gyldendal,9787223026246,Paperback,hin,https://openlibrary.org/books/OL53336125M,Harry Potter and the Chamber of Secrets,J. K. Rowling,2002,,0563532661,Paperback,en,http://books.google.com/books?id=rQiFwgEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
6,ol_OL82537W,gb_TEDpjwEACAAJ,Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,Gyldendal,9787223026246,Paperback,hin,https://openlibrary.org/books/OL53336125M,Harry Potter and the Chamber of Secrets,J. K. Rowling,2016,Bloomsbury Children's Books,1408876833,Paperback,en,http://books.google.com/books?id=TEDpjwEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
7,ol_OL82537W,gb_Ji1SvAEACAAJ,Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,Gyldendal,9787223026246,Paperback,hin,https://openlibrary.org/books/OL53336125M,Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,Bloomsbury Publishing,0747543933,Paperback,en,http://books.google.com/books?id=Ji1SvAEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
8,ol_OL82537W,gb_cwNbEAAAQBAJ,Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,Gyldendal,9787223026246,Paperback,hin,https://openlibrary.org/books/OL53336125M,Harry Potter and the Chamber of Secrets,J. K. Rowling,2016,Bloomsbury Publishing,9781408845653,Paperback,en,http://books.google.com/books?id=cwNbEAAAQBAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
9,ol_OL82536W,gb_PCzYjgEACAAJ,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,Mañjula Pabliśiṅga Hāusa,9780545791342,Paperback,ben,https://openlibrary.org/books/OL53348847M,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,Bloomsbury Publishing,0747549508,Paperback,en,http://books.google.com/books?id=PCzYjgEACAAJ&dq=subject:fiction+best+sellers&hl=&as_pt=BOOKS&source=gbs_api
10,ol_OL82536W,gb_q8zJAQAACAAJ,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,Mañjula Pabliśiṅga Hāusa,9780545791342,Paperback,ben,https://openlibrary.org/books/OL53348847M,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,,074754557X,Paperback,en,http://books.google.com/books?id=q8zJAQAACAAJ&dq=subject:fiction+best+sellers&hl=&as_pt=BOOKS&source=gbs_api
11,ol_OL82536W,gb_F2AmPQAACAAJ,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,Mañjula Pabliśiṅga Hāusa,9780545791342,Paperback,ben,https://openlibrary.org/books/OL53348847M,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,2004,,0747575339,Paperback,en,http://books.google.com/books?id=F2AmPQAACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
12,ol_OL82536W,gb_cK-wjgEACAAJ,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,Mañjula Pabliśiṅga Hāusa,9780545791342,Paperback,ben,https://openlibrary.org/books/OL53348847M,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,,0747545928,Paperback,en,http://books.google.com/books?id=cK-wjgEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
13,ol_OL82536W,gb_vfQDMQAACAAJ,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,Mañjula Pabliśiṅga Hāusa,9780545791342,Paperback,ben,https://openlibrary.org/books/OL53348847M,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,2017,Bloomsbury Children's Books,1408884763,Paperback,en,http://books.google.com/books?id=vfQDMQAACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
14,ol_OL82560W,gb_ZwhszQEACAAJ,Harry Potter and the Goblet of Fire,J. K. Rowling,1993,Mañjula Pabliśiṅga Hāusa,9789602744819,Paperback,ben,https://openlibrary.org/books/OL51583995M,Harry Potter and the Goblet of Fire,J. K. Rowling,2018,Arthur A. Levine Books,1536443751,Paperback,en,http://books.google.com/books?id=ZwhszQEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
15,ol_OL82560W,gb_FFZQwwEACAAJ,Harry Potter and the Goblet of Fire,J. K. Rowling,1993,Mañjula Pabliśiṅga Hāusa,9789602744819,Paperback,ben,https://openlibrary.org/books/OL51583995M,Harry Potter and the Goblet of Fire,J. K. Rowling,2019,Arthur A. Levine Books,1338572342,Paperback,en,http://books.google.com/books?id=FFZQwwEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
16,ol_OL82560W,gb_zV4dMQAACAAJ,Harry Potter and the Goblet of Fire,J. K. Rowling,1993,Mañjula Pabliśiṅga Hāusa,9789602744819,Paperback,ben,https://openlibrary.org/books/OL51583995M,Harry Potter and the Goblet of Fire,J. K. Rowling,2001,Bloomsbury Publishing,0747550794,Paperback,en,http://books.google.com/books?id=zV4dMQAACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
17,ol_OL82560W,gb_Rb4cwQEACAAJ,Harry Potter and the Goblet of Fire,J. K. Rowling,1993,Mañjula Pabliśiṅga Hāusa,9789602744819,Paperback,ben,https://openlibrary.org/books/OL51583995M,Harry Potter and the Goblet of Fire,J. K. Rowling,2019,Bloomsbury,1526600420,Paperback,en,http://books.google.com/books?id=Rb4cwQEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
18,ol_OL82548W,gb_F-HU0AEACAAJ,Harry Potter and the Order of the Phoenix,J. K. Rowling,2003,Mañjula Pabliśiṅga Hāusa,9788418174636,Paperback,ben,https://openlibrary.org/books/OL53348962M,Harry Potter and the Order of the Phoenix,J. K. Rowling,2003,,0747569363,Paperback,en,http://books.google.com/books?id=F-HU0AEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
19,ol_OL76833W,gb_KOSmsuNbDJ4C,Angels & Demons,Dan Brown,2000,Brand: Simon n Schuster Audio,1416578749,Paperback,srp,https://openlibrary.org/books/OL54992451M,Angels and Demons,Dan Brown,2013,Random House,9780552170000,Paperback,en,http://books.google.com/books?id=KOSmsuNbDJ4C&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
20,ol_OL76833W,gb_ENlhNnYhQEMC,Angels & Demons,Dan Brown,2000,Brand: Simon n Schuster Audio,1416578749,Paperback,srp,https://openlibrary.org/books/OL54992451M,Angels & Demons,Dan Brown,2006,Pocket Books,1416524797,Paperback,en,http://books.google.com/books?id=ENlhNnYhQEMC&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
21,ol_OL76833W,gb_NLIftAEACAAJ,Angels & Demons,Dan Brown,2000,Brand: Simon n Schuster Audio,1416578749,Paperback,srp,https://openlibrary.org/books/OL54992451M,Angels & Demons,Dan Brown,2017,Createspace Independent Publishing Platform,1548546879,Paperback,en,http://books.google.com/books?id=NLIftAEACAAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
22,ol_OL76833W,gb_K__fyN2gl9gC,Angels & Demons,Dan Brown,2000,Brand: Simon n Schuster Audio,1416578749,Paperback,srp,https://openlibrary.org/books/OL54992451M,Angels & Demons,Dan Brown,2005,Simon and Schuster,9780743412391,Paperback,en,https://play.google.com/store/books/details?id=K__fyN2gl9gC&source=gbs_api
23,ol_OL76833W,gb_hZF1PwAACAAJ,Angels & Demons,Dan Brown,2000,Brand: Simon n Schuster Audio,1416578749,Paperback,srp,https://openlibrary.org/books/OL54992451M,Angels & Demons,Dan Brown,2003,Random House Large Print Publishing,037543318X,Paperback,en,http://books.google.com/books?id=hZF1PwAACAAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
24,ol_OL82565W,gb_VTWo0AEACAAJ,Harry Potter and the Half-Blood Prince,J. K. Rowling,2005,Mañjula Pabliśiṅga Hāusa,9780545582995,Paperback,ben,https://openlibrary.org/books/OL53332850M,Harry Potter and the Half-Blood Prince,J. K. Rowling,2010,,1408812819,Paperback,en,http://books.google.com/books?id=VTWo0AEACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
25,ol_OL82586W,gb_GZAoAQAAIAAJ,Harry Potter and the Deathly Hallows,J. K. Rowling,2007,Mañjula Pabliśiṅga Hāusa,9780545139700,Paperback,geo,https://openlibrary.org/books/OL53352183M,Harry Potter and the Deathly Hallows,J. K. Rowling,2007,,,Paperback,en,http://books.google.com/books?id=GZAoAQAAIAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
26,ol_OL82586W,gb_UM3LAwAACAAJ,Harry Potter and the Deathly Hallows,J. K. Rowling,2007,Mañjula Pabliśiṅga Hāusa,9780545139700,Paperback,geo,https://openlibrary.org/books/OL53352183M,Harry Potter and the Deathly Hallows Adult,J. K. Rowling,2007,,1845795369,Paperback,en,http://books.google.com/books?id=UM3LAwAACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
27,ol_OL82586W,gb_T4iPLAAACAAJ,Harry Potter and the Deathly Hallows,J. K. Rowling,2007,Mañjula Pabliśiṅga Hāusa,9780545139700,Paperback,geo,https://openlibrary.org/books/OL53352183M,Harry Potter and the Deathly Hallows,J. K. Rowling,2009,,1551928426,Paperback,en,http://books.google.com/books?id=T4iPLAAACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
28,ol_OL5781992W,gb_MH48bnzN0LUC,The Kite Runner,Khaled Hosseini,2003,Riverhead Books,9992178965,Paperback,srp,https://openlibrary.org/books/OL57897103M,The Kite Runner,Khaled Hosseini,2011,A&C Black,9781408824856,Paperback,en,http://books.google.com/books?id=MH48bnzN0LUC&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
29,ol_OL14873315W,gb_ucpxOA3LDWcC,The Lost Symbol,Dan Brown,2009,Mehatā Pabliśiṅga Hāūsa,9722524887,Paperback,eng,https://openlibrary.org/books/OL51723834M,The Lost Symbol,Dan Brown,2009,Vintage,9780385533133,Paperback,en,https://play.google.com/store/books/details?id=ucpxOA3LDWcC&source=gbs_api
30,ol_OL14873315W,gb_tCqI98qnVrcC,The Lost Symbol,Dan Brown,2009,Mehatā Pabliśiṅga Hāūsa,9722524887,Paperback,eng,https://openlibrary.org/books/OL51723834M,The Lost Symbol,Dan Brown,2010,Anchor,9781400079148,Paperback,en,http://books.google.com/books?id=tCqI98qnVrcC&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
31,ol_OL50548W,gb_sfmp6gjZGP8C,Beloved,Toni Morrison,1987,Swiat Ksiazki,1784878677,Paperback,jpn,https://openlibrary.org/books/OL47355419M,Beloved,Toni Morrison,2007,Vintage,9780307388629,Paperback,en,https://play.google.com/store/books/details?id=sfmp6gjZGP8C&source=gbs_api
32,ol_OL50548W,gb_bm-KDQAAQBAJ,Beloved,Toni Morrison,1987,Swiat Ksiazki,1784878677,Paperback,jpn,https://openlibrary.org/books/OL47355419M,Beloved,Toni Morrison,2004,Vintage,9781400033416,Paperback,en,http://books.google.com/books?id=bm-KDQAAQBAJ&dq=pulitzer+prize+winner+book&hl=&as_pt=BOOKS&source=gbs_api
33,ol_OL81633W,gb_LYwBHAAACAAJ,The Shining,Stephen King,1977,Livre de Poche,9780593311233,Paperback,dut,https://openlibrary.org/books/OL57455016M,The Shining,Stephen King,1987,Bounty Books,0905712609,Paperback,en,http://books.google.com/books?id=LYwBHAAACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
34,ol_OL81613W,gb_iCWgDwAAQBAJ,It,Stephen King,1925,Sperling,9781623300890,Paperback,jpn,https://openlibrary.org/books/OL35596476M,It,Stephen King,2019,Scribner,9781982127794,Paperback,en,http://books.google.com/books?id=iCWgDwAAQBAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
35,ol_OL81613W,gb_KiszDwAAQBAJ,It,Stephen King,1925,Sperling,9781623300890,Paperback,jpn,https://openlibrary.org/books/OL35596476M,It,Stephen King,2017,Simon and Schuster,9781501175466,Paperback,en,http://books.google.com/books?id=KiszDwAAQBAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
36,ol_OL81613W,gb_ayR6AQAACAAJ,It,Stephen King,1925,Sperling,9781623300890,Paperback,jpn,https://openlibrary.org/books/OL35596476M,It,Stephen King,2016,,0606395741,Paperback,en,http://books.google.com/books?id=ayR6AQAACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
37,ol_OL81613W,gb_9ofQoAEACAAJ,It,Stephen King,1925,Sperling,9781623300890,Paperback,jpn,https://openlibrary.org/books/OL35596476M,It,Stephen King,1990,,0606022341,Paperback,en,http://books.google.com/books?id=9ofQoAEACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
38,ol_OL81613W,gb_W1X51dmarEUC,It,Stephen King,1925,Sperling,9781623300890,Paperback,jpn,https://openlibrary.org/books/OL35596476M,It,Stephen King,2007,Hachette UK,9781848940871,Paperback,en,http://books.google.com/books?id=W1X51dmarEUC&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
39,ol_OL81628W,gb_9XxpPwAACAAJ,The Gunslinger,Stephen King,1976,Scribner,9788573026030,Paperback,dut,https://openlibrary.org/books/OL35604816M,The Gunslinger,Stephen King,1989,New American Library,0833532065,Paperback,en,http://books.google.com/books?id=9XxpPwAACAAJ&dq=subject:fiction+best+sellers&hl=&as_pt=BOOKS&source=gbs_api
40,ol_OL76835W,gb_BjFZ0UQOUCgC,Deception Point,Dan Brown,2001,Booket,9781846174582,Paperback,dut,https://openlibrary.org/books/OL53629528M,Deception Point,Dan Brown,2006,Simon and Schuster,9781416524809,Paperback,en,http://books.google.com/books?id=BjFZ0UQOUCgC&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
41,ol_OL76835W,gb_1zC-xOnvBg4C,Deception Point,Dan Brown,2001,Booket,9781846174582,Paperback,dut,https://openlibrary.org/books/OL53629528M,Deception Point,Dan Brown,2006,Simon and Schuster,9780743497466,Paperback,en,http://books.google.com/books?id=1zC-xOnvBg4C&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
42,ol_OL16550681W,gb_GPhhvgEACAAJ,Fifty Shades Darker,E. L. James,2011,arrow books,8467251611,Paperback,ita,https://openlibrary.org/books/OL35359731M,Fifty Shades Darker,E. L. James,2017,Bloom Books,0525431888,Paperback,en,http://books.google.com/books?id=GPhhvgEACAAJ&dq=popular+romance+novels&hl=&as_pt=BOOKS&source=gbs_api
43,ol_OL81618W,gb_qRzLdRkxcFkC,The Stand,Stephen King,1978,Paw Prints 2008-10-04,9780307987587,Paperback,eng,https://openlibrary.org/books/OL54120973M,The Stand,Stephen King,2011,Anchor,9780307743688,Paperback,en,http://books.google.com/books?id=qRzLdRkxcFkC&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
44,ol_OL81618W,gb_wq3n0AEACAAJ,The Stand,Stephen King,1978,Paw Prints 2008-10-04,9780307987587,Paperback,eng,https://openlibrary.org/books/OL54120973M,The Stand,Stephen King,2020,,0525616713,Paperback,en,http://books.google.com/books?id=wq3n0AEACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
45,ol_OL76965W,gb_rQFlTZeetcoC,The Pelican Brief,John Grisham,1992,Doubleday,0440214041,Paperback,rum,https://openlibrary.org/books/OL53249154M,The Pelican Brief,John Grisham,2010,Vintage,9780440245933,Paperback,en,http://books.google.com/books?id=rQFlTZeetcoC&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
46,ol_OL16804289W,gb_9nloexmq6QsC,Inferno,Dan Brown,2013,Anchor Books,8379991516,Paperback,dut,https://openlibrary.org/books/OL51723831M,Inferno,Dan Brown,2013,Vintage,9780385537865,Paperback,en,https://play.google.com/store/books/details?id=9nloexmq6QsC&source=gbs_api
47,ol_OL16804289W,gb_5z3_oAEACAAJ,Inferno,Dan Brown,2013,Anchor Books,8379991516,Paperback,dut,https://openlibrary.org/books/OL51723831M,Inferno,Dan Brown,2014,,1495245128,Paperback,en,http://books.google.com/books?id=5z3_oAEACAAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
48,ol_OL16804289W,gb_bveKDQAAQBAJ,Inferno,Dan Brown,2013,Anchor Books,8379991516,Paperback,dut,https://openlibrary.org/books/OL51723831M,Inferno,Dan Brown,2014,Vintage,9780804172264,Paperback,en,http://books.google.com/books?id=bveKDQAAQBAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
49,ol_OL16804289W,gb_NkGNEAAAQBAJ,Inferno,Dan Brown,2013,Anchor Books,8379991516,Paperback,dut,https://openlibrary.org/books/OL51723831M,Inferno,Dan Brown,2013,National Geographic Books,9780385537858,Paperback,en,http://books.google.com/books?id=NkGNEAAAQBAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
50,ol_OL16804289W,gb_RwQp5K1PGW8C,Inferno,Dan Brown,2013,Anchor Books,8379991516,Paperback,dut,https://openlibrary.org/books/OL51723831M,Inferno,Dan Brown,2013,Random House,9781448170449,Paperback,en,http://books.google.com/books?id=RwQp5K1PGW8C&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
51,ol_OL81601W,gb_d999Z2KbZJYC,On Writing,Stephen King,1999,Plaza y Janés,9788401014451,Paperback,cze,https://openlibrary.org/books/OL35595872M,On Writing,Stephen King,2002,Simon and Schuster,9780743455961,Paperback,en,http://books.google.com/books?id=d999Z2KbZJYC&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
52,ol_OL16821606W,gb_0cH0AAAAQBAJ,All the Light We Cannot See,Anthony Doerr,2014,Rainbow,1476746591,Paperback,pol,https://openlibrary.org/books/OL57642987M,All the Light We Cannot See,Anthony Doerr,2014,Simon and Schuster,9781476746609,Paperback,en,https://play.google.com/store/books/details?id=0cH0AAAAQBAJ&source=gbs_api
53,ol_OL40873W,gb_PfmjWho_zOAC,The Road,Cormac McCarthy,2006,Contemporary French Fiction,9780330517270,Paperback,heb,https://openlibrary.org/books/OL57727912M,The Road,Cormac McCarthy,2007,Vintage,9780307267450,Paperback,en,https://play.google.com/store/books/details?id=PfmjWho_zOAC&source=gbs_api
54,ol_OL81597W,gb_-BJ3PwAACAAJ,Cell,Stephen King,2006,Albin Michel,7020127142,Paperback,tur,https://openlibrary.org/books/OL47250530M,Cell,Stephen King,2007,Hodder Paperbacks,0340921536,Paperback,en,http://books.google.com/books?id=-BJ3PwAACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
55,ol_OL167189W,gb_7qY8xBUlN2sC,1st to Die,James Patterson,2001,"Books on Tape, Inc.",9780736661997,Paperback,dut,https://openlibrary.org/books/OL7600973M,1st to Die,James Patterson,2011,Hachette UK,9780755387052,Paperback,en,http://books.google.com/books?id=7qY8xBUlN2sC&dq=james+patterson+books&hl=&as_pt=BOOKS&source=gbs_api
56,ol_OL167189W,gb_DY1adEvMVRAC,1st to Die,James Patterson,2001,"Books on Tape, Inc.",9780736661997,Paperback,dut,https://openlibrary.org/books/OL7600973M,1st to Die,James Patterson,2001,"Little, Brown",9780759524545,Paperback,en,https://play.google.com/store/books/details?id=DY1adEvMVRAC&source=gbs_api
57,ol_OL16805415W,gb__wZ1Rf1QQ_EC,Americanah,Chimamanda Ngozi Adichie,1969,Mu Ma Wen Hua,9780007526024,Paperback,tur,https://openlibrary.org/books/OL50564124M,Americanah,Chimamanda Ngozi Adichie,2013,Vintage,9780307962126,Paperback,en,https://play.google.com/store/books/details?id=_wZ1Rf1QQ_EC&source=gbs_api
58,ol_OL17878702W,gb_yj9gDwAAQBAJ,Origin,Dan Brown,2013,Random House US,9722534203,Paperback,spa,https://openlibrary.org/books/OL52914286M,Origin,Dan Brown,2018,Vintage,9780525563693,Paperback,en,http://books.google.com/books?id=yj9gDwAAQBAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
59,ol_OL17878702W,gb_VJl2twEACAAJ,Origin,Dan Brown,2013,Random House US,9722534203,Paperback,spa,https://openlibrary.org/books/OL52914286M,Origin,Dan Brown,2018,Anchor Books,1400079160,Paperback,en,http://books.google.com/books?id=VJl2twEACAAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
60,ol_OL17878702W,gb_95wnDQAAQBAJ,Origin,Dan Brown,2013,Random House US,9722534203,Paperback,spa,https://openlibrary.org/books/OL52914286M,Origin,Dan Brown,2017,Random House,9781473543348,Paperback,en,http://books.google.com/books?id=95wnDQAAQBAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
61,ol_OL16142094W,gb_p5ozDwAAQBAJ,Wonder,R. J. Palacio,2001,Carl Hanser Verlag,9789939831688,Paperback,eng,https://openlibrary.org/books/OL41380147M,Wonder,R. J. Palacio,2017,Knopf Books for Young Readers,9781524720193,Paperback,en,http://books.google.com/books?id=p5ozDwAAQBAJ&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
62,ol_OL41246W,gb_u2Rk7AliIbcC,Split Second,David Baldacci,2003,Warner Books Inc,1447293509,Paperback,dut,https://openlibrary.org/books/OL50321118M,Split Second,David Baldacci,2009,Pan Macmillan,9780330514248,Paperback,en,http://books.google.com/books?id=u2Rk7AliIbcC&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
63,ol_OL17714701W,gb_IbFuuQEACAAJ,The Hate U Give,Angie Thomas,2017,Yabanci Yayinevi,9780062871350,Paperback,swe,https://openlibrary.org/books/OL42754649M,The Hate U Give,Angie Thomas,2018,,1406387932,Paperback,en,http://books.google.com/books?id=IbFuuQEACAAJ&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
64,ol_OL46914W,gb_8nzoQlVhH4cC,State of Fear,Michael Crichton,2004,HarperCollins Publishers Ltd,006083319X,Paperback,eng,https://openlibrary.org/books/OL46524884M,State of Fear,Michael Crichton,2009,Harper Collins,9780061752728,Paperback,en,https://play.google.com/store/books/details?id=8nzoQlVhH4cC&source=gbs_api
65,ol_OL41255W,gb_Pb6kSv3kyG4C,Total control,David Baldacci,1996,Pan MacMillan Paperback Omes,9780330523332,Paperback,dut,https://openlibrary.org/books/OL48120742M,Total Control,David Baldacci,2003,Pan,9781743290323,Paperback,en,http://books.google.com/books?id=Pb6kSv3kyG4C&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
66,ol_OL22908W,gb_0AqLlhQNLQcC,Plum Island,Nelson De Mille,1997,Grand Central Publishing,9781415902073,Paperback,ita,https://openlibrary.org/books/OL47132580M,Plum Island,Nelson DeMille,2003,Grand Central Publishing,9780759528338,Paperback,en,https://play.google.com/store/books/details?id=0AqLlhQNLQcC&source=gbs_api
67,ol_OL41244W,gb_XfnCC9WNoogC,The Winner,David Baldacci,1997,"Simon & Schuster, Limited",9780446606325,Paperback,dut,https://openlibrary.org/books/OL50706918M,The Winner,David Baldacci,2003,Pan,9781743290316,Paperback,en,http://books.google.com/books?id=XfnCC9WNoogC&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
68,ol_OL15719630W,gb_uYwyjgEACAAJ,Divergent,Veronica Roth,2010,Katherine Tegen,9780329925857,Paperback,por,https://openlibrary.org/books/OL35666789M,Divergent,Veronica Roth,2015,HarperCollins publishers,0008167907,Paperback,en,http://books.google.com/books?id=uYwyjgEACAAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
69,ol_OL149119W,gb_EzJFPz4qVOoC,Duma Key,Stephen King,2008,Albin Michel,1892950944,Paperback,dut,https://openlibrary.org/books/OL30693623M,Duma Key,Stephen King,2008,Simon and Schuster,9781416552512,Paperback,en,http://books.google.com/books?id=EzJFPz4qVOoC&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
70,ol_OL149119W,gb_dQmWvgEACAAJ,Duma Key,Stephen King,2008,Albin Michel,1892950944,Paperback,dut,https://openlibrary.org/books/OL30693623M,Duma Key,Stephen King,2008,Scribner,1416585559,Paperback,en,http://books.google.com/books?id=dQmWvgEACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
71,ol_OL52955W,gb_xdFjdFMAm10C,Persuader,Lee Child,2003,Bantam Books,9781469265490,Paperback,pol,https://openlibrary.org/books/OL43638585M,Persuader,Lee Child,2008,Dell Books,9780440245056,Paperback,en,http://books.google.com/books?id=xdFjdFMAm10C&dq=james+patterson+books&hl=&as_pt=BOOKS&source=gbs_api
72,ol_OL76959W,gb_evRdc-G7RfMC,The Appeal,John Grisham,2008,Heyne Verlag,9781844138555,Paperback,fre,https://openlibrary.org/books/OL37044319M,The Appeal,John Grisham,2010,Vintage,9780307576125,Paperback,en,https://play.google.com/store/books/details?id=evRdc-G7RfMC&source=gbs_api
